code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
007851,方正富邦天睿混合C,0.00%,100元起购,3.86%,-3.41%,2.02%,--,--,2.25%,混合型,1.25亿元（2019-12-31）,2019-09-17,方正富邦基金
007850,方正富邦天睿混合A,0.15%,100元起购,3.88%,-3.38%,4.48%,--,--,4.57%,混合型,0.00亿元（2019-12-31）,2019-09-17,方正富邦基金
007848,广发聚宝混合C,暂停申购,暂停申购,2.71%,2.45%,4.96%,--,--,5.68%,混合型,0.83亿元（2019-12-31）,2019-08-29,广发基金
007847,华富中债-0-5年中高等级信用债指数C,0.00%,100元起购,--,--,--,--,--,--,债券指数,--亿元（--）,--,华富基金
007846,华富中债-0-5年中高等级信用债指数A,0.04%,100元起购,--,--,--,--,--,--,债券指数,--亿元（--）,--,华富基金
007867,华泰柏瑞锦泰一年定开,0.08%,100元起购,0.17%,0.53%,1.11%,--,--,1.28%,定开债券,4.05亿元（2020-03-20）,2019-09-17,华泰柏瑞基金
007838,国寿安保尊耀纯债C,0.00%,100元起购,1.51%,2.60%,--,--,--,4.16%,债券型,4.09亿元（2019-12-31）,2019-10-22,国寿安保基金
007845,博时季季享持有期C,暂停申购,暂停申购,0.82%,2.14%,3.58%,--,--,3.84%,债券型,53.40亿元（2019-12-31）,2019-09-05,博时基金
007844,华宝标普油气上游股票人民币C,0.00%,100元起购,12.38%,-48.16%,--,--,--,-48.38%,QDII-指数,43.67亿元（2019-12-31）,2020-01-15,华宝基金
007840,汇添富中证长三角ETF联接C,0.00%,100元起购,3.75%,-6.27%,-1.11%,--,--,-0.85%,联接基金,1.08亿元（2019-12-31）,2019-09-24,汇添富基金
007839,汇添富中证长三角ETF联接A,0.12%,100元起购,3.77%,-6.20%,-0.95%,--,--,-0.68%,联接基金,7.11亿元（2019-12-31）,2019-09-24,汇添富基金
007837,国寿安保尊耀纯债A,0.08%,100元起购,1.56%,2.71%,--,--,--,4.37%,债券型,2.41亿元（2019-12-31）,2019-10-22,国寿安保基金
007836,泰康润和两年定开债券,0.03%,100元起购,0.21%,0.54%,--,--,--,0.69%,定开债券,6.00亿元（2019-12-25）,2019-12-25,泰康资产
007835,国泰鑫睿混合,0.15%,100元起购,8.90%,17.69%,--,--,--,30.34%,混合型,26.73亿元（2019-11-13）,2019-11-13,国泰基金
007834,长盛稳怡添利债券C,0.00%,100元起购,3.23%,2.66%,--,--,--,2.74%,债券型,0.91亿元（2019-12-27）,2019-12-23,长盛基金
007833,长盛稳怡添利债券A,0.08%,100元起购,3.26%,2.77%,--,--,--,2.88%,债券型,2.92亿元（2019-12-27）,2019-12-23,长盛基金
007832,博道伍佰智航股票C,0.00%,100元起购,2.16%,-2.02%,4.42%,--,--,5.39%,股票型,3.82亿元（2019-12-31）,2019-09-26,博道基金
007827,华润元大量化优选混合C,0.00%,100元起购,0.18%,-7.88%,-4.32%,--,--,1.39%,混合型,0.00亿元（2019-12-31）,2019-09-04,华润元大基金
007826,博道志远混合C,0.00%,100元起购,4.54%,-1.14%,12.68%,--,--,13.40%,混合型,2.09亿元（2019-12-31）,2019-09-17,博道基金
007825,博道志远混合A,0.15%,100元起购,4.58%,-1.02%,12.96%,--,--,13.73%,混合型,1.93亿元（2019-12-31）,2019-09-17,博道基金
007824,天弘弘择短债C,0.00%,100元起购,0.49%,1.25%,2.25%,--,--,2.68%,债券型,13.50亿元（2019-12-31）,2019-08-20,天弘基金
007823,天弘弘择短债A,0.035%,100元起购,0.51%,1.31%,2.37%,--,--,2.86%,债券型,0.71亿元（2019-12-31）,2019-08-20,天弘基金
007822,华泰紫金丰利中短债发起C,0.00%,100元起购,0.55%,1.58%,3.16%,--,--,4.28%,债券型,30.75亿元（2019-12-31）,2019-08-29,华泰证券(上海)
007821,华泰紫金丰利中短债发起A,0.30%,100元起购,0.59%,1.68%,3.36%,--,--,4.54%,债券型,4.51亿元（2019-12-31）,2019-08-29,华泰证券(上海)
007820,华泰紫金丰益中短债C,0.00%,100元起购,0.57%,1.52%,3.41%,--,--,3.72%,债券型,11.55亿元（2019-12-31）,2019-09-06,华泰证券(上海)
007819,华泰紫金丰益中短债A,暂停申购,暂停申购,0.60%,1.61%,3.61%,--,--,3.96%,债券型,3.76亿元（2019-12-31）,2019-09-06,华泰证券(上海)
007818,国泰中证全指通信设备ETF联接C,0.00%,100元起购,-6.76%,0.64%,12.40%,--,--,7.17%,联接基金,0.21亿元（2019-12-31）,2019-09-03,国泰基金
007817,国泰中证全指通信设备ETF联接A,0.10%,100元起购,-6.74%,0.71%,12.65%,--,--,7.47%,联接基金,0.26亿元（2019-12-31）,2019-09-03,国泰基金
007816,嘉实新兴科技100ETF联接C,0.00%,100元起购,3.68%,-0.37%,--,--,--,13.59%,联接基金,0.35亿元（2019-11-01）,2019-11-01,嘉实基金
007815,嘉实新兴科技100ETF联接A,0.12%,100元起购,3.69%,-0.33%,--,--,--,13.69%,联接基金,2.95亿元（2019-11-01）,2019-11-01,嘉实基金
007812,淳厚信泽混合C,0.00%,100元起购,8.67%,0.47%,11.69%,--,--,10.84%,混合型,0.89亿元（2019-12-31）,2019-08-21,淳厚基金
007811,淳厚信泽混合A,0.12%,100元起购,8.72%,0.64%,12.18%,--,--,11.39%,混合型,1.75亿元（2019-12-31）,2019-08-21,淳厚基金
007810,富国央企创新驱动ETF联接C,0.00%,100元起购,-1.13%,-5.98%,--,--,--,-5.27%,联接基金,0.02亿元（2019-11-29）,2019-11-29,富国基金
007809,富国央企创新驱动ETF联接A,0.12%,100元起购,-1.08%,-5.88%,--,--,--,-5.12%,联接基金,2.71亿元（2019-11-29）,2019-11-29,富国基金
007803,兴全合泰混合C,0.00%,100元起购,1.76%,-6.51%,3.91%,--,--,3.91%,混合型,12.39亿元（2019-12-31）,2019-10-17,兴证全球基金
007807,建信MSCI中国A股指数增强C,0.00%,100元起购,4.67%,-3.24%,--,--,--,0.73%,股票指数,2.79亿元（2019-11-15）,2019-11-13,建信基金
007802,兴全合泰混合A,0.15%,100元起购,1.82%,-6.37%,4.22%,--,--,4.22%,混合型,70.46亿元（2019-12-31）,2019-10-17,兴证全球基金
007805,华宝浮动净值货币,暂停申购,暂停申购,0.20%,0.63%,1.27%,--,--,1.54%,货币型,1.53亿元（2019-12-31）,2019-09-06,华宝基金
007804,申万菱信沪深300指数增强C,0.00%,100元起购,4.19%,-3.33%,2.61%,--,--,9.38%,股票指数,0.33亿元（2019-12-31）,2019-08-08,申万菱信基金
007806,建信MSCI中国A股指数增强A,0.15%,100元起购,4.70%,-3.14%,--,--,--,0.90%,股票指数,2.63亿元（2019-11-13）,2019-11-13,建信基金
007801,大成中证红利指数C,0.00%,100元起购,0.39%,-9.82%,-6.09%,--,--,-4.87%,股票指数,0.59亿元（2019-12-31）,2019-08-02,大成基金
007808,北信瑞丰量化优选灵活配置,0.15%,100元起购,5.41%,3.44%,12.51%,--,--,12.92%,混合型,1.76亿元（2019-12-31）,2019-09-18,北信瑞丰
007799,申万菱信中小板指数C,0.00%,100元起购,3.76%,-2.79%,11.88%,--,--,22.89%,股票指数,0.05亿元（2019-12-31）,2019-08-08,申万菱信基金
007794,申万菱信中证500指数优选增强C,0.00%,100元起购,4.53%,-0.64%,7.31%,--,--,17.63%,股票指数,0.44亿元（2019-12-31）,2019-08-08,申万菱信基金
007791,南方梦元短债C,0.00%,100元起购,0.44%,1.05%,--,--,--,1.65%,债券型,1.49亿元（2019-11-05）,2019-11-05,南方基金
007790,南方梦元短债A,0.03%,100元起购,0.46%,1.12%,--,--,--,1.78%,债券型,1.27亿元（2019-11-05）,2019-11-05,南方基金
007793,嘉实央企创新驱动ETF联接C,0.00%,100元起购,-0.99%,-7.03%,--,--,--,-5.74%,联接基金,1.69亿元（2019-11-28）,2019-11-28,嘉实基金
007797,博时央企创新驱动ETF联接C,0.00%,100元起购,-0.82%,-4.18%,--,--,--,-3.53%,联接基金,1.11亿元（2019-11-13）,2019-11-13,博时基金
007795,申万菱信中证500指数增强C,0.00%,100元起购,2.16%,-1.33%,10.76%,--,--,26.46%,股票指数,2.04亿元（2019-12-31）,2019-08-08,申万菱信基金
007792,嘉实央企创新驱动ETF联接A,0.12%,100元起购,-0.98%,-7.02%,--,--,--,-5.70%,联接基金,3.96亿元（2019-11-28）,2019-11-28,嘉实基金
007796,博时央企创新驱动ETF联接A,0.12%,100元起购,-0.78%,-4.09%,--,--,--,-3.36%,联接基金,4.88亿元（2019-11-13）,2019-11-13,博时基金
007800,申万菱信沪深300价值指数C,0.00%,100元起购,0.27%,-10.85%,-10.05%,--,--,-5.71%,股票指数,0.54亿元（2019-12-31）,2019-08-08,申万菱信基金
007784,广发央企创新驱动ETF联接A,0.12%,100元起购,-0.84%,-5.04%,--,--,--,0.45%,联接基金,3.09亿元（2019-11-06）,2019-11-06,广发基金
007781,天弘弘新混合发起式,0.10%,100元起购,1.72%,1.41%,4.91%,--,--,5.98%,混合型,2.91亿元（2019-12-31）,2019-08-21,天弘基金
007785,广发央企创新驱动ETF联接C,0.00%,100元起购,-0.85%,-5.07%,--,--,--,0.40%,联接基金,2.29亿元（2019-11-06）,2019-11-06,广发基金
007786,富国中证国企一带一路ETF联接A,0.12%,100元起购,0.36%,-3.45%,--,--,--,-3.40%,联接基金,1.36亿元（2019-12-31）,2019-12-31,富国基金
007788,易方达中证国企带路联接A,暂停申购,暂停申购,0.51%,--,--,--,--,-0.63%,联接基金,4.03亿元（2020-01-21）,2020-01-21,易方达基金
007783,大成MSCI价值100ETF联接C,0.00%,100元起购,3.61%,-2.49%,1.62%,--,--,1.70%,联接基金,0.31亿元（2019-12-31）,2019-09-26,大成基金
007789,易方达中证国企带路联接C,暂停申购,暂停申购,0.50%,--,--,--,--,-0.73%,联接基金,0.01亿元（2020-01-21）,2020-01-21,易方达基金
007782,大成MSCI价值100ETF联接A,0.12%,100元起购,3.62%,-2.46%,1.70%,--,--,1.77%,联接基金,1.87亿元（2019-12-31）,2019-09-26,大成基金
007787,富国中证国企一带一路ETF联接C,0.00%,100元起购,0.33%,-3.55%,--,--,--,-3.52%,联接基金,1.44亿元（2019-12-31）,2019-12-31,富国基金
007769,东兴兴瑞一年定开,暂停申购,暂停申购,0.68%,1.64%,3.07%,--,--,3.69%,定开债券,2.24亿元（2019-12-31）,2019-09-06,东兴证券
007767,华泰保兴尊享定开,暂停申购,暂停申购,1.57%,2.71%,4.18%,--,--,4.41%,定开债券,2.03亿元（2019-12-31）,2019-09-02,华泰保兴
007779,银华尊和养老2030混合(FOF),0.08%,100元起购,-0.05%,-0.27%,3.41%,--,--,4.13%,混合-FOF,0.15亿元（2019-12-31）,2019-08-16,银华基金
007770,同泰开泰混合A,0.15%,100元起购,-4.44%,-10.10%,3.29%,--,--,1.37%,混合型,1.06亿元（2019-12-31）,2019-08-28,同泰基金
007778,广发景富纯债,暂停申购,暂停申购,1.75%,3.10%,--,--,--,4.02%,债券型,16.12亿元（2019-12-31）,2019-10-24,广发基金
007771,同泰开泰混合C,0.00%,100元起购,-4.47%,-10.20%,3.03%,--,--,1.03%,混合型,0.40亿元（2019-12-31）,2019-08-28,同泰基金
007766,前海开源1-3年国开债C,0.00%,100元起购,1.55%,2.66%,3.62%,--,--,4.02%,债券指数,0.01亿元（2019-12-31）,2019-08-28,前海开源基金
007765,前海开源1-3年国开债A,0.05%,100元起购,1.55%,2.68%,3.66%,--,--,3.99%,债券指数,6.58亿元（2019-12-31）,2019-08-28,前海开源基金
007768,信达澳银安盛纯债,0.08%,100元起购,-0.27%,-0.26%,--,--,--,-0.20%,债券型,2.63亿元（2019-12-26）,2019-12-26,信达澳银基金
007780,银华尊和养老2040混合(FOF),0.08%,100元起购,-0.88%,-0.66%,5.34%,--,--,6.10%,混合-FOF,0.11亿元（2019-12-31）,2019-08-16,银华基金
007761,鑫元安睿三年定开债,暂停申购,暂停申购,0.34%,0.82%,1.65%,--,--,1.99%,定开债券,15.15亿元（2019-12-31）,2019-08-26,鑫元基金
007760,景顺中证红利成长低波动C,暂停申购,暂停申购,4.05%,-11.20%,-9.22%,--,--,-8.25%,股票指数,0.62亿元（2019-12-31）,2019-09-06,景顺长城基金
007759,平安乐享一年定开债C,0.00%,100元起购,0.31%,0.69%,1.33%,--,--,1.55%,定开债券,0.38亿元（2019-12-31）,2019-09-04,平安基金
007758,平安乐享一年定开债A,0.04%,100元起购,0.35%,0.78%,1.52%,--,--,1.77%,定开债券,22.44亿元（2019-12-31）,2019-09-04,平安基金
007757,国投瑞银顺业纯债债券,暂停申购,暂停申购,2.03%,3.10%,--,--,--,3.21%,债券型,2.17亿元（2019-12-26）,2019-12-26,国投瑞银基金
007763,前海开源3-5年国开债A,0.05%,100元起购,2.55%,4.37%,5.84%,--,--,6.09%,债券指数,1.52亿元（2019-12-31）,2019-08-26,前海开源基金
007762,富国天盈债券(LOF)A,0.08%,100元起购,1.46%,3.05%,5.77%,--,--,6.31%,债券型,1.11亿元（2019-12-31）,2019-08-26,富国基金
007764,前海开源3-5年国开债C,0.00%,100元起购,2.54%,4.34%,5.75%,--,--,6.00%,债券指数,0.00亿元（2019-12-31）,2019-08-26,前海开源基金
007756,财通久利三个月定开债发起式,暂停申购,暂停申购,1.60%,3.16%,4.14%,--,--,4.33%,定开债券,5.13亿元（2019-12-31）,2019-09-06,财通基金
007755,上银慧永利中短期债券C,0.00%,100元起购,0.90%,--,--,--,--,0.96%,债券型,0.00亿元（2020-02-27）,2020-02-27,上银基金
007754,上银慧永利中短期债券A,0.04%,100元起购,0.93%,--,--,--,--,1.00%,债券型,2.20亿元（2020-02-27）,2020-02-27,上银基金
007753,中银招利债券C,0.00%,100元起购,1.39%,0.87%,3.38%,--,--,3.44%,债券型,1.06亿元（2019-12-31）,2019-09-27,中银基金
007752,中银招利债券A,0.08%,100元起购,1.43%,0.96%,3.60%,--,--,3.67%,债券型,24.77亿元（2019-12-31）,2019-09-27,中银基金
007750,广发优势增长股票,0.15%,100元起购,3.79%,5.60%,--,--,--,7.80%,股票型,14.98亿元（2019-12-25）,2019-12-25,广发基金
007749,民生加银鹏程混合C,0.00%,100元起购,1.21%,1.99%,6.01%,--,--,8.60%,混合型,0.47亿元（2019-12-31）,2019-07-29,民生加银基金
007744,长盛安逸纯债债券A,0.05%,100元起购,1.53%,--,--,--,--,1.81%,债券型,1.88亿元（2020-01-20）,2020-01-20,长盛基金
007741,天弘信益债券C,暂停申购,暂停申购,1.05%,2.14%,3.02%,--,--,3.34%,债券型,0.01亿元（2019-12-31）,2019-08-23,天弘基金
007740,天弘信益债券A,暂停申购,暂停申购,1.07%,2.22%,3.18%,--,--,3.56%,债券型,4.80亿元（2019-12-31）,2019-08-23,天弘基金
007739,淳厚稳惠债券C,暂停申购,暂停申购,1.39%,2.35%,--,--,--,2.96%,债券型,0.00亿元（2019-11-20）,2019-11-20,淳厚基金
007738,淳厚稳惠债券A,暂停申购,暂停申购,1.41%,2.42%,--,--,--,3.10%,债券型,10.15亿元（2019-11-20）,2019-11-20,淳厚基金
007737,诺德研发创新100,0.15%,100元起购,4.85%,3.16%,20.33%,--,--,22.66%,股票指数,2.06亿元（2019-12-31）,2019-08-26,诺德基金
007736,民生加银聚鑫三年定开债,暂停申购,暂停申购,0.28%,0.67%,1.47%,--,--,1.75%,定开债券,95.89亿元（2019-12-31）,2019-09-04,民生加银基金
007735,金鹰民安回报定开C,0.00%,100元起购,1.59%,-1.61%,5.01%,--,--,5.55%,混合型,1.04亿元（2019-12-31）,2019-08-29,金鹰基金
007733,南方智锐混合A,0.15%,100元起购,12.32%,3.22%,10.75%,--,--,11.40%,混合型,48.66亿元（2019-12-31）,2019-09-18,南方基金
007731,民生加银持续成长混合A,0.15%,100元起购,10.61%,0.63%,6.66%,--,--,6.88%,混合型,39.89亿元（2019-12-31）,2019-09-24,民生加银基金
007732,民生加银持续成长混合C,0.00%,100元起购,10.58%,0.54%,6.44%,--,--,6.64%,混合型,0.11亿元（2019-12-31）,2019-09-24,民生加银基金
007730,平安金管家货币C,0.00%,100元起购,0.18%,0.59%,1.30%,--,--,1.85%,货币型,0.26亿元（2019-12-31）,2019-07-29,平安基金
007734,南方智锐混合C,0.00%,100元起购,12.26%,3.06%,10.40%,--,--,11.01%,混合型,4.54亿元（2019-12-31）,2019-09-18,南方基金
007728,人保添益6个月定开C,0.00%,100元起购,-11.16%,-12.67%,-12.29%,--,--,-12.30%,定开债券,3.82亿元（2019-12-31）,2019-08-07,人保资产
007729,招商普盛全球配置(QDII-FOF)人民币,0.15%,100元起购,7.60%,--,--,--,--,-6.60%,QDII,2.10亿元（2020-01-19）,2020-01-19,招商基金
007718,中银创新医疗混合,0.15%,100元起购,14.06%,13.01%,--,--,--,19.25%,混合型,14.43亿元（2019-11-13）,2019-11-13,中银基金
007727,人保添益6个月定开A,0.04%,100元起购,-11.12%,-12.57%,-12.10%,--,--,-12.09%,定开债券,9.48亿元（2019-12-31）,2019-08-07,人保资产
007719,永赢元利债券A,暂停申购,暂停申购,0.28%,--,--,--,--,0.34%,债券型,2.00亿元（2020-02-28）,2020-02-28,永赢基金
007725,招商瑞文混合A,0.10%,100元起购,3.48%,3.15%,5.65%,--,--,5.90%,混合型,21.50亿元（2019-12-31）,2019-09-11,招商基金
007722,天弘标普500(QDII-FOF)C,暂停申购,暂停申购,14.46%,-12.44%,-6.29%,--,--,-5.98%,QDII,0.13亿元（2019-12-31）,2019-09-24,天弘基金
007717,工银尊享短债债券F,暂停申购,暂停申购,0.68%,1.77%,2.57%,--,--,3.07%,债券型,0.01亿元（2019-12-31）,2019-08-05,工银瑞信基金
007720,永赢元利债券C,暂停申购,暂停申购,0.26%,--,--,--,--,0.31%,债券型,0.00亿元（2020-02-28）,2020-02-28,永赢基金
007721,天弘标普500(QDII-FOF)A,暂停申购,暂停申购,14.52%,-12.38%,-6.16%,--,--,-5.83%,QDII,0.11亿元（2019-12-31）,2019-09-24,天弘基金
007726,招商瑞文混合C,0.00%,100元起购,3.45%,3.06%,5.49%,--,--,5.71%,混合型,1.97亿元（2019-12-31）,2019-09-11,招商基金
007715,南方贺元利率债债券C,0.00%,100元起购,2.13%,3.75%,4.78%,--,--,4.99%,债券型,0.00亿元（2019-12-31）,2019-08-30,南方基金
007714,南方贺元利率债债券A,0.08%,100元起购,2.16%,3.85%,4.99%,--,--,5.25%,债券型,6.09亿元（2019-12-31）,2019-08-30,南方基金
007713,华富科技动能混合,0.15%,100元起购,0.41%,-0.37%,--,--,--,8.35%,混合型,7.82亿元（2019-12-20）,2019-11-06,华富基金
007712,中银康享3个月定期开放债券,暂停申购,暂停申购,1.15%,3.07%,5.20%,--,--,5.43%,定开债券,5.18亿元（2019-12-31）,2019-08-26,中银基金
007709,中银瑞福浮动净值型货币C,0.00%,99999999999元起购,0.16%,0.60%,1.32%,--,--,1.60%,货币型,16.04亿元（2019-12-31）,2019-09-10,中银基金
007708,中银瑞福浮动净值型货币A,0.00%,99999999999元起购,0.15%,0.56%,1.24%,--,--,1.51%,货币型,0.02亿元（2019-12-31）,2019-09-10,中银基金
007707,南方聪元债券C,暂停申购,暂停申购,1.57%,2.94%,3.95%,--,--,4.14%,债券型,0.00亿元（2019-12-31）,2019-09-02,南方基金
007704,万家鑫盛纯债C,暂停申购,暂停申购,0.90%,1.75%,2.76%,--,--,3.14%,债券型,0.00亿元（2019-12-31）,2019-08-09,万家基金
007703,万家鑫盛纯债A,暂停申购,暂停申购,0.91%,1.77%,2.82%,--,--,3.21%,债券型,25.24亿元（2019-12-31）,2019-08-09,万家基金
007711,格林泓泰三个月定开债C,0.00%,100元起购,2.39%,4.30%,8.16%,--,--,8.35%,定开债券,0.00亿元（2019-12-31）,2019-09-26,格林基金
007710,格林泓泰三个月定开债A,0.08%,100元起购,2.39%,4.30%,5.95%,--,--,6.15%,定开债券,1.02亿元（2019-12-31）,2019-09-26,格林基金
007706,南方聪元债券A,暂停申购,暂停申购,1.61%,3.05%,4.16%,--,--,4.46%,债券型,28.50亿元（2019-12-31）,2019-09-02,南方基金
007698,中金衡益增强债券C,0.00%,100元起购,0.77%,-0.01%,1.79%,--,--,1.83%,债券型,0.11亿元（2019-12-31）,2019-09-18,中金基金
007701,国联安6个月定开债A,0.04%,100元起购,0.83%,1.17%,--,--,--,1.53%,定开债券,15.09亿元（2019-12-31）,2019-09-06,国联安基金
007702,国联安6个月定开债C,0.00%,100元起购,0.81%,1.11%,--,--,--,1.41%,定开债券,0.00亿元（2019-12-31）,2019-09-06,国联安基金
007694,泰达养老2040三年持有混合(FOF)C,0.00%,100元起购,0.49%,--,--,--,--,-0.24%,混合-FOF,0.01亿元（2020-02-27）,2020-02-27,泰达宏利基金
007699,建信荣禧一年定期开放债券,0.035%,100元起购,0.28%,0.54%,--,--,--,0.79%,定开债券,6.27亿元（2019-12-13）,2019-12-13,建信基金
007697,中金衡益增强债券A,0.08%,100元起购,0.81%,0.09%,2.00%,--,--,2.07%,债券型,3.50亿元（2019-12-31）,2019-09-18,中金基金
007696,嘉实融享货币,暂停申购,暂停申购,0.22%,0.71%,1.44%,--,--,1.92%,货币型,14.20亿元（2019-12-31）,2019-08-14,嘉实基金
007695,泰达养老2040三年持有混合(FOF)E,1.20%,100元起购,0.53%,--,--,--,--,-0.18%,混合-FOF,0.00亿元（2020-02-27）,2020-02-27,泰达宏利基金
007689,国投瑞银新能源混合A,0.15%,100元起购,5.47%,6.14%,--,--,--,19.13%,混合型,4.11亿元（2019-11-18）,2019-11-18,国投瑞银基金
007687,东方成长收益灵活配置混合C,0.00%,100元起购,2.21%,0.69%,4.76%,--,--,9.09%,混合型,0.01亿元（2019-12-31）,2019-08-07,东方基金
007682,鹏华锦利两年定开债,暂停申购,暂停申购,0.45%,0.74%,1.23%,--,--,1.46%,定开债券,7.65亿元（2019-12-31）,2019-09-04,鹏华基金
007688,泰达养老2040三年持有混合(FOF)A,0.12%,100元起购,0.53%,--,--,--,--,-0.18%,混合-FOF,0.12亿元（2020-02-27）,2020-02-27,泰达宏利基金
007674,工银产业升级股票A,0.15%,100元起购,3.82%,0.84%,--,--,--,1.32%,股票型,2.49亿元（2019-12-25）,2019-12-25,工银瑞信基金
007685,华商电子行业量化股票,0.15%,100元起购,-0.89%,-0.13%,21.77%,--,--,19.72%,股票型,3.76亿元（2019-12-31）,2019-09-17,华商基金
007690,国投瑞银新能源混合C,0.00%,100元起购,5.42%,6.03%,--,--,--,18.93%,混合型,4.11亿元（2019-11-18）,2019-11-18,国投瑞银基金
007675,工银产业升级股票C,0.00%,100元起购,3.75%,0.64%,--,--,--,1.06%,股票型,0.64亿元（2019-12-25）,2019-12-25,工银瑞信基金
007686,东方价值挖掘灵活配置混合C,暂停申购,暂停申购,2.64%,1.54%,4.07%,--,--,7.41%,混合型,0.06亿元（2019-12-31）,2019-08-07,东方基金
007669,太平睿盈混合C,0.00%,100元起购,1.75%,2.38%,5.52%,--,--,6.95%,混合型,1.21亿元（2019-12-31）,2019-08-13,太平基金
007667,华夏鼎泓债券C,0.00%,100元起购,0.90%,1.35%,--,--,--,4.45%,债券型,7.13亿元（2019-11-19）,2019-11-19,华夏基金
007670,嘉实商业银行精选债券,暂停申购,暂停申购,1.24%,2.26%,--,--,--,2.61%,债券型,2.10亿元（2019-11-19）,2019-11-19,嘉实基金
007666,华夏鼎泓债券A,0.08%,100元起购,0.94%,1.44%,--,--,--,4.62%,债券型,3.04亿元（2019-11-19）,2019-11-19,华夏基金
007665,永赢创业板指数发起式C,0.00%,100元起购,5.06%,5.40%,21.45%,--,--,18.46%,股票指数,0.04亿元（2019-12-31）,2019-09-10,永赢基金
007673,中加安瑞稳健养老一年(FOF),0.08%,100元起购,--,--,--,--,--,0.78%,混合-FOF,2.13亿元（2020-03-20）,2020-03-20,中加基金
007671,建信中证红利潜力指数A,0.12%,100元起购,4.23%,-8.22%,-3.55%,--,--,-3.42%,股票指数,4.13亿元（2019-12-31）,2019-09-11,建信基金
007672,建信中证红利潜力指数C,0.00%,100元起购,4.20%,-8.32%,-3.75%,--,--,-3.68%,股票指数,0.17亿元（2019-12-31）,2019-09-11,建信基金
007661,南方养老2030三年(FOF),0.12%,100元起购,-0.21%,-0.94%,--,--,--,0.39%,混合-FOF,1.04亿元（2019-12-03）,2019-12-03,南方基金
007663,平安安享灵活配置混合C,0.00%,100元起购,2.04%,1.08%,4.36%,--,--,6.70%,混合型,0.00亿元（2019-12-31）,2019-07-15,平安基金
007658,东方红中证竞争力指数C,暂停申购,暂停申购,5.07%,-5.94%,0.88%,--,--,4.89%,股票指数,3.86亿元（2019-12-31）,2019-07-31,上海东方证券资产管理
007664,永赢创业板指数发起式A,0.10%,100元起购,5.08%,5.43%,21.50%,--,--,18.52%,股票指数,2.31亿元（2019-12-31）,2019-09-10,永赢基金
007662,富国鑫旺均衡养老三年(FOF),0.12%,100元起购,--,--,--,--,--,0.55%,混合-FOF,0.22亿元（2020-03-23）,2020-03-23,富国基金
007659,博时富汇3个月定开债发起式,暂停申购,暂停申购,1.96%,3.35%,4.73%,--,--,4.66%,定开债券,9.68亿元（2019-12-31）,2019-08-16,博时基金
007657,东方红中证竞争力指数A,暂停申购,暂停申购,5.10%,-5.84%,1.09%,--,--,5.23%,股票指数,30.61亿元（2019-12-31）,2019-07-31,上海东方证券资产管理
007660,招商和悦均衡养老三年(FOF),0.12%,100元起购,-1.32%,-1.33%,--,--,--,3.46%,混合-FOF,0.18亿元（2019-12-03）,2019-12-03,招商基金
007649,博时颐泽平衡养老(FOF),0.08%,100元起购,-1.19%,-1.53%,1.27%,--,--,1.36%,混合-FOF,1.26亿元（2019-12-31）,2019-08-28,博时基金
007655,南方定元中短债A,0.04%,100元起购,0.67%,1.61%,--,--,--,2.26%,债券型,7.41亿元（2019-11-05）,2019-11-05,南方基金
007656,南方定元中短债C,0.00%,100元起购,0.64%,1.51%,--,--,--,2.08%,债券型,3.51亿元（2019-11-05）,2019-11-05,南方基金
007646,平安季享裕定开债C,0.00%,5000000元起购,1.17%,2.91%,4.94%,--,--,5.17%,定开债券,0.21亿元（2019-12-31）,2019-09-04,平安基金
007653,长盛稳益6个月A,0.04%,100元起购,0.09%,0.68%,1.40%,--,--,1.69%,定开债券,6.66亿元（2019-12-31）,2019-07-26,长盛基金
007654,长盛稳益6个月C,0.00%,100元起购,0.04%,0.57%,1.18%,--,--,1.38%,定开债券,3.29亿元（2019-12-31）,2019-07-26,长盛基金
007647,平安季享裕定开债E,0.00%,100元起购,1.16%,2.87%,4.87%,--,--,5.08%,定开债券,28.25亿元（2019-12-31）,2019-09-04,平安基金
007645,平安季享裕定开债A,0.03%,100元起购,1.18%,2.93%,5.00%,--,--,5.24%,定开债券,5.78亿元（2019-12-31）,2019-09-04,平安基金
007644,华宝宝润债券,暂停申购,暂停申购,0.70%,1.02%,1.70%,--,--,1.70%,债券型,0.50亿元（2019-12-31）,2019-10-17,华宝基金
007643,华安稳健养老一年(FOF),0.12%,100元起购,0.50%,0.65%,--,--,--,1.75%,混合-FOF,17.19亿元（2019-11-26）,2019-11-26,华安基金
007642,泰达宏利鑫利债券C,0.00%,100元起购,0.81%,1.78%,2.86%,--,--,3.20%,定开债券,0.76亿元（2019-12-31）,2019-08-16,泰达宏利基金
007641,泰达宏利鑫利债券A,0.08%,100元起购,0.83%,1.84%,3.00%,--,--,3.40%,定开债券,3.77亿元（2019-12-31）,2019-08-16,泰达宏利基金
007640,泰达宏利永利债券,0.08%,100元起购,2.22%,3.22%,3.74%,--,--,4.01%,债券型,8.32亿元（2019-12-31）,2019-09-04,泰达宏利基金
